household,enumerator,event,region,plot_yield_T1,plot_yield_T3,plot_yield_T2,plot_length_T2,plotL2_T2,plot_width_T2,plotW2_T2,plot_length_T1,plotL2_T1,plot_width_T1,plotW2_T1,plotL1_T3,plotL2_T3,plotW1_T3,plotW2_T3,riceSystem,plotSizeT2,plotSizeT1,plotSizeT3,T2_Yha,X,moistT3,moisture_T2,moisture_T1,moistureT2,moistureT1,moistureT3,T1_BRR,T1_ZCC,T3_ZCC,eSSR,plot,incrT2,incrT1,T2_yieldha,T1_yieldha,T3_yieldha,incr_Y
SGHHNG000431,SGEANG000105,event6R,Region2,40.9,45.6,21.2,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.27626069,37,12.8,12.6,12.9,13.03333333,13.16666667,13.03333333,0.133333333,0.133333333,0,-0.478879526,T1,0.322736656,-0.15614287,4.12011782,4.12011782,4.598997346,-0.15614287
SGHHNG000432,SGEANG000105,event6R,Region2,61.11,52.47,19.4,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.899382897,38,12.9,12.11,12.9,12.86666667,13.9,13.43333333,1.033333333,0.466666667,-0.566666667,0.816678286,T3,1.400304049,2.216982335,5.299686946,6.116365233,5.299686946,1.400304049
SGHHNG000432,SGEANG000105,event6R,Region2,61.11,52.47,19.4,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.899382897,38,12.9,12.11,12.9,12.86666667,13.9,13.43333333,1.033333333,0.466666667,-0.566666667,0.816678286,T1,1.400304049,2.216982335,6.116365233,6.116365233,5.299686946,2.216982335
SGHHNG000434,SGEANG000105,event6R,Region2,49.8,51.2,18.1,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.644509862,39,12.9,12.1,12.9,13.26666667,13.2,13.23333333,-0.066666667,-0.033333333,0.033333333,-0.137954565,T3,1.508639049,1.370684485,5.153148911,5.015194346,5.153148911,1.508639049
SGHHNG000434,SGEANG000105,event6R,Region2,49.8,51.2,18.1,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.644509862,39,12.9,12.1,12.9,13.26666667,13.2,13.23333333,-0.066666667,-0.033333333,0.033333333,-0.137954565,T1,1.508639049,1.370684485,5.015194346,5.015194346,5.153148911,1.370684485
SGHHNG000436,SGEANG000105,event6R,Region2,51.2,45.9,18.5,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.72614841,40,12.8,13.3,13.1,13.16666667,13.23333333,13.2,0.066666667,0.033333333,-0.033333333,0.530866176,T3,0.897651296,1.428517472,4.623799705,5.154665882,4.623799705,0.897651296
SGHHNG000436,SGEANG000105,event6R,Region2,51.2,45.9,18.5,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.72614841,40,12.8,13.3,13.1,13.16666667,13.23333333,13.2,0.066666667,0.033333333,-0.033333333,0.530866176,T1,0.897651296,1.428517472,5.154665882,5.154665882,4.623799705,1.428517472
SGHHNG000449,SGEANG000105,event6R,Region2,58.9,53.5,16.6,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.368258677,41,12.1,12.2,12.4,12.36666667,12.6,12.36666667,0.233333333,0.233333333,0,0.535466441,T3,2.059507565,2.594974005,5.427766241,5.963232682,5.427766241,2.059507565
SGHHNG000449,SGEANG000105,event6R,Region2,58.9,53.5,16.6,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.368258677,41,12.1,12.2,12.4,12.36666667,12.6,12.36666667,0.233333333,0.233333333,0,0.535466441,T1,2.059507565,2.594974005,5.963232682,5.963232682,5.427766241,2.594974005
SGHHNG000453,SGEANG000106,event6R,Region2,59.57,51.145,17.02,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.332860006,42,16.7,17.2,17.9,17.83333333,17.96666667,16.43333333,0.133333333,1.533333333,1.4,0.808577998,T3,1.615255977,2.423833976,4.948115983,5.756693981,4.948115983,1.615255977
SGHHNG000453,SGEANG000106,event6R,Region2,59.57,51.145,17.02,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,3.332860006,42,16.7,17.2,17.9,17.83333333,17.96666667,16.43333333,0.133333333,1.533333333,1.4,0.808577998,T1,1.615255977,2.423833976,5.756693981,5.756693981,4.948115983,2.423833976
SGHHNG000455,SGEANG000106,event6R,Region2,33.46,26.47,14.52,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,2.90825183,43,14,16.1,15.7,16,14.56666667,13.83333333,-1.433333333,0.733333333,2.166666667,0.728088033,T3,-0.306889761,0.421198272,2.601362069,3.329450102,2.601362069,-0.306889761
SGHHNG000455,SGEANG000106,event6R,Region2,33.46,26.47,14.52,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,2.90825183,43,14,16.1,15.7,16,14.56666667,13.83333333,-1.433333333,0.733333333,2.166666667,0.728088033,T1,-0.306889761,0.421198272,3.329450102,3.329450102,2.601362069,0.421198272
SGHHNG000456,SGEANG000106,event6R,Region2,47.38,35.36,12.14,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,2.377938144,44,16.2,16,18.9,16.13333333,17.7,16.4,1.566666667,1.3,-0.266666667,1.118012148,T3,1.093106632,2.21111878,3.471044776,4.589056924,3.471044776,1.093106632
SGHHNG000456,SGEANG000106,event6R,Region2,47.38,35.36,12.14,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,2.377938144,44,16.2,16,18.9,16.13333333,17.7,16.4,1.566666667,1.3,-0.266666667,1.118012148,T1,1.093106632,2.21111878,4.589056924,4.589056924,3.471044776,2.21111878
SGHHNG000457,SGEANG000106,event6R,Region2,37.06,30.06,10.86,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,2.111495168,45,18.4,19.8,19.5,19.83333333,19.2,17.26666667,-0.633333333,1.933333333,2.566666667,0.684657093,T3,0.748176599,1.432833691,2.859671766,3.544328859,2.859671766,0.748176599
SGHHNG000457,SGEANG000106,event6R,Region2,37.06,30.06,10.86,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,2.111495168,45,18.4,19.8,19.5,19.83333333,19.2,17.26666667,-0.633333333,1.933333333,2.566666667,0.684657093,T1,0.748176599,1.432833691,3.544328859,3.544328859,2.859671766,1.432833691
SGHHNG000460,SGEANG000106,event6R,Region2,30.01,46.55,20.71,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.049639794,46,16.6,17.2,15.9,17.23333333,15.76666667,16.6,-1.466666667,-0.833333333,0.633333333,-1.571410597,T3,0.476973797,-1.0944368,4.526613591,2.955202995,4.526613591,0.476973797
SGHHNG000460,SGEANG000106,event6R,Region2,30.01,46.55,20.71,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.049639794,46,16.6,17.2,15.9,17.23333333,15.76666667,16.6,-1.466666667,-0.833333333,0.633333333,-1.571410597,T1,0.476973797,-1.0944368,2.955202995,2.955202995,4.526613591,-1.0944368
SGHHNG000462,SGEANG000106,event6R,Region2,11.13,10.38,6.53,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,1.296146257,47,14.2,14.8,16,15,15.23333333,14.86666667,0.233333333,0.366666667,0.133333333,0.072113735,T3,-0.267172343,-0.195058608,1.028973913,1.101087648,1.028973913,-0.267172343
SGHHNG000462,SGEANG000106,event6R,Region2,11.13,10.38,6.53,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,1.296146257,47,14.2,14.8,16,15,15.23333333,14.86666667,0.233333333,0.366666667,0.133333333,0.072113735,T1,-0.267172343,-0.195058608,1.101087648,1.101087648,1.028973913,-0.195058608
SGHHNG000468,SGEANG000106,event6R,Region2,37,33.65,21.07,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.109461078,48,16.4,16.4,16.2,16.9,16.46666667,16.9,-0.433333333,-0.433333333,0,0.340114423,T3,-0.827938409,-0.487823986,3.281522669,3.621637092,3.281522669,-0.827938409
SGHHNG000468,SGEANG000106,event6R,Region2,37,33.65,21.07,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.109461078,48,16.4,16.4,16.2,16.9,16.46666667,16.9,-0.433333333,-0.433333333,0,0.340114423,T1,-0.827938409,-0.487823986,3.621637092,3.621637092,3.281522669,-0.487823986
SGHHNG000480,SGEANG000109,event6R,Region3,65.8,56.5,0,10.2,10.1,10,10,10,10,10.1,10.2,10,10,5,5,irrigated,101.5,101.5,50,NA,49,0,16.4,14.3,16.06666667,13.73333333,0,-2.333333333,13.73333333,16.06666667,1.030572417,T3,NA,NA,5.467386107,6.497958524,5.467386107,NA
SGHHNG000480,SGEANG000109,event6R,Region3,65.8,56.5,0,10.2,10.1,10,10,10,10,10.1,10.2,10,10,5,5,irrigated,101.5,101.5,50,NA,49,0,16.4,14.3,16.06666667,13.73333333,0,-2.333333333,13.73333333,16.06666667,1.030572417,T1,NA,NA,6.497958524,6.497958524,5.467386107,NA
SGHHNG000481,SGEANG000109,event6R,Region3,71.55,66.4,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,50,0,17,17.3,16.9,17.03333333,0,0.133333333,17.03333333,16.9,0.494274819,T3,NA,NA,6.475278015,6.969552834,6.475278015,NA
SGHHNG000481,SGEANG000109,event6R,Region3,71.55,66.4,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,50,0,17,17.3,16.9,17.03333333,0,0.133333333,17.03333333,16.9,0.494274819,T1,NA,NA,6.969552834,6.969552834,6.475278015,NA
SGHHNG000482,SGEANG000109,event6R,Region3,60.6,54.7,0,10.3,10.2,10.2,10.2,10.2,10,10,10,10,10,5,5,irrigated,104.55,101,50,NA,51,0,18,17,17.6,17.13333333,0,-0.466666667,17.13333333,17.6,0.767714335,T3,NA,NA,5.071784811,5.839499146,5.071784811,NA
SGHHNG000482,SGEANG000109,event6R,Region3,60.6,54.7,0,10.3,10.2,10.2,10.2,10.2,10,10,10,10,10,5,5,irrigated,104.55,101,50,NA,51,0,18,17,17.6,17.13333333,0,-0.466666667,17.13333333,17.6,0.767714335,T1,NA,NA,5.839499146,5.839499146,5.071784811,NA
SGHHNG000483,SGEANG000109,event6R,Region3,68.1,62.3,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,52,0,13.9,14.1,14.03333333,14.13333333,0,0.1,14.13333333,14.03333333,0.573865497,T3,NA,NA,6.228178895,6.802044393,6.228178895,NA
SGHHNG000483,SGEANG000109,event6R,Region3,68.1,62.3,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,52,0,13.9,14.1,14.03333333,14.13333333,0,0.1,14.13333333,14.03333333,0.573865497,T1,NA,NA,6.802044393,6.802044393,6.228178895,NA
SGHHNG000484,SGEANG000109,event6R,Region3,68.8,62.8,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,53,0,14,13.5,14.7,13.7,0,-1,13.7,14.7,0.656479102,T3,NA,NA,6.241673932,6.898153034,6.241673932,NA
SGHHNG000484,SGEANG000109,event6R,Region3,68.8,62.8,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,53,0,14,13.5,14.7,13.7,0,-1,13.7,14.7,0.656479102,T1,NA,NA,6.898153034,6.898153034,6.241673932,NA
SGHHNG000485,SGEANG000109,event6R,Region3,49.4,45.8,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,54,0,16.6,17.7,15.3,17.3,0,2,17.3,15.3,0.27266222,T3,NA,NA,4.528360798,4.801023018,4.528360798,NA
SGHHNG000485,SGEANG000109,event6R,Region3,49.4,45.8,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,54,0,16.6,17.7,15.3,17.3,0,2,17.3,15.3,0.27266222,T1,NA,NA,4.801023018,4.801023018,4.528360798,NA
SGHHNG000486,SGEANG000109,event6R,Region3,65.8,60.4,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,55,0,16.7,17.1,16.56666667,16.8,0,0.233333333,16.8,16.56666667,0.515254269,T3,NA,NA,5.907006005,6.422260274,5.907006005,NA
SGHHNG000486,SGEANG000109,event6R,Region3,65.8,60.4,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,55,0,16.7,17.1,16.56666667,16.8,0,0.233333333,16.8,16.56666667,0.515254269,T1,NA,NA,6.422260274,6.422260274,5.907006005,NA
SGHHNG000487,SGEANG000109,event6R,Region3,65.7,61.8,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,56,0,15.8,16.8,16.4,16.83333333,0,0.433333333,16.83333333,16.4,0.358093151,T3,NA,NA,6.05257732,6.410670471,6.05257732,NA
SGHHNG000487,SGEANG000109,event6R,Region3,65.7,61.8,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,56,0,15.8,16.8,16.4,16.83333333,0,0.433333333,16.83333333,16.4,0.358093151,T1,NA,NA,6.410670471,6.410670471,6.05257732,NA
SGHHNG000488,SGEANG000109,event6R,Region3,53.4,49.7,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,57,0,14.2,13.5,12.2,12.66666667,0,0.466666667,12.66666667,12.2,0.353462646,T3,NA,NA,5.04973262,5.403195266,5.04973262,NA
SGHHNG000488,SGEANG000109,event6R,Region3,53.4,49.7,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,57,0,14.2,13.5,12.2,12.66666667,0,0.466666667,12.66666667,12.2,0.353462646,T1,NA,NA,5.403195266,5.403195266,5.04973262,NA
SGHHNG000490,SGEANG000109,event6R,Region3,55.5,49.4,21.4,10.2,10.1,10,10,10,10,10,10,10,10,5,5,irrigated,101.5,100,50,4.17025641,58,15.3,17.6,18.6,17.46666667,18.06666667,17,0.6,1.066666667,0.466666667,0.635476102,T3,0.553104303,1.188580405,4.723360713,5.358836815,4.723360713,0.553104303
SGHHNG000490,SGEANG000109,event6R,Region3,55.5,49.4,21.4,10.2,10.1,10,10,10,10,10,10,10,10,5,5,irrigated,101.5,100,50,4.17025641,58,15.3,17.6,18.6,17.46666667,18.06666667,17,0.6,1.066666667,0.466666667,0.635476102,T1,0.553104303,1.188580405,5.358836815,5.358836815,4.723360713,1.188580405
SGHHNG000498,SGEANG000108,event6R,Region3,57.77,59.23,9.63,10,10,9.3,10,10,10,10,10,10,10,5,5,irrigated,96.5,100,50,1.891705916,59,16,16.5,16.8,16.56666667,16.5,16.06666667,-0.066666667,0.433333333,0.5,-0.349645826,T3,4.110969953,3.761324127,6.002675869,5.653030043,6.002675869,4.110969953
SGHHNG000498,SGEANG000108,event6R,Region3,57.77,59.23,9.63,10,10,9.3,10,10,10,10,10,10,10,5,5,irrigated,96.5,100,50,1.891705916,59,16,16.5,16.8,16.56666667,16.5,16.06666667,-0.066666667,0.433333333,0.5,-0.349645826,T1,4.110969953,3.761324127,5.653030043,5.653030043,6.002675869,3.761324127
SGHHNG000499,SGEANG000108,event6R,Region3,36.25,31.83,0,10,10,9,9,10,10,9,9,10,10,5,5,irrigated,90,90,50,NA,60,0,17.7,17.4,17.7,17.43333333,0,-0.266666667,17.43333333,17.7,0.484531339,T3,NA,NA,3.42548853,3.910019869,3.42548853,NA
SGHHNG000499,SGEANG000108,event6R,Region3,36.25,31.83,0,10,10,9,9,10,10,9,9,10,10,5,5,irrigated,90,90,50,NA,60,0,17.7,17.4,17.7,17.43333333,0,-0.266666667,17.43333333,17.7,0.484531339,T1,NA,NA,3.910019869,3.910019869,3.42548853,NA
SGHHNG000500,SGEANG000108,event6R,Region3,53.28,58.53,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,61,0,16.7,16.5,16.73333333,16.5,0,-0.233333333,16.5,16.73333333,-0.502285649,T3,NA,NA,5.715950885,5.213665236,5.715950885,NA
SGHHNG000500,SGEANG000108,event6R,Region3,53.28,58.53,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,61,0,16.7,16.5,16.73333333,16.5,0,-0.233333333,16.5,16.73333333,-0.502285649,T1,NA,NA,5.213665236,5.213665236,5.715950885,NA
SGHHNG000502,SGEANG000108,event6R,Region3,52.57,48.92,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,62,0,20.2,20,19.2,20.03333333,0,0.833333333,20.03333333,19.2,0.314172517,T3,NA,NA,4.678590604,4.992763121,4.678590604,NA
SGHHNG000502,SGEANG000108,event6R,Region3,52.57,48.92,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,62,0,20.2,20,19.2,20.03333333,0,0.833333333,20.03333333,19.2,0.314172517,T1,NA,NA,4.992763121,4.992763121,4.678590604,NA
SGHHNG000503,SGEANG000108,event6R,Region3,54.3,50.46,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,63,0,20.7,20.5,22.83333333,22.16666667,0,-0.666666667,22.16666667,22.83333333,0.383886091,T3,NA,NA,4.683126187,5.067012278,4.683126187,NA
SGHHNG000503,SGEANG000108,event6R,Region3,54.3,50.46,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,63,0,20.7,20.5,22.83333333,22.16666667,0,-0.666666667,22.16666667,22.83333333,0.383886091,T1,NA,NA,5.067012278,5.067012278,4.683126187,NA
SGHHNG000504,SGEANG000108,event6R,Region3,49.78,45.42,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,64,0,17.8,18,17.86666667,18,0,0.133333333,18,17.86666667,0.4162565,T3,NA,NA,4.392997738,4.809254237,4.392997738,NA
SGHHNG000504,SGEANG000108,event6R,Region3,49.78,45.42,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,64,0,17.8,18,17.86666667,18,0,0.133333333,18,17.86666667,0.4162565,T1,NA,NA,4.809254237,4.809254237,4.392997738,NA
SGHHNG000505,SGEANG000108,event6R,Region3,39.46,35.73,12.5,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.415936705,65,17.9,18.7,18.3,18.56666667,18.5,17.96666667,-0.066666667,0.533333333,0.6,0.360768148,T3,1.019447045,1.380215193,3.43538375,3.796151899,3.43538375,1.019447045
SGHHNG000505,SGEANG000108,event6R,Region3,39.46,35.73,12.5,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.415936705,65,17.9,18.7,18.3,18.56666667,18.5,17.96666667,-0.066666667,0.533333333,0.6,0.360768148,T1,1.019447045,1.380215193,3.796151899,3.796151899,3.43538375,1.380215193
SGHHNG000506,SGEANG000108,event6R,Region3,36.5,33.83,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,66,0,16.6,16.6,16.53333333,16.53333333,0,3.55E-15,16.53333333,16.53333333,0.261195652,T3,NA,NA,3.309456522,3.570652174,3.309456522,NA
SGHHNG000506,SGEANG000108,event6R,Region3,36.5,33.83,0,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,NA,66,0,16.6,16.6,16.53333333,16.53333333,0,3.55E-15,16.53333333,16.53333333,0.261195652,T1,NA,NA,3.570652174,3.570652174,3.309456522,NA
SGHHNG000507,SGEANG000108,event6R,Region3,64.5,67.65,8.62,11,11,9,9,11,11,9,9,9,9,6,6,irrigated,99,99,54,1.534813982,67,18.5,19.6,18.5,19.76666667,18.5,18.56666667,-1.266666667,-0.066666667,1.2,-0.236573246,T3,4.969499962,4.732926716,6.504313944,6.267740698,6.504313944,4.969499962
SGHHNG000507,SGEANG000108,event6R,Region3,64.5,67.65,8.62,11,11,9,9,11,11,9,9,9,9,6,6,irrigated,99,99,54,1.534813982,67,18.5,19.6,18.5,19.76666667,18.5,18.56666667,-1.266666667,-0.066666667,1.2,-0.236573246,T1,4.969499962,4.732926716,6.267740698,6.267740698,6.504313944,4.732926716
SGHHNG000513,SGEANG000107,event6R,Region3,40.6,33.3,21.1,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,4.168804159,68,14.9,16.9,15.3,17.33333333,15.43333333,15.4,-1.9,0.033333333,1.933333333,0.774189336,T3,-0.933406432,-0.159217096,3.235397727,4.009587063,3.235397727,-0.933406432
SGHHNG000513,SGEANG000107,event6R,Region3,40.6,33.3,21.1,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,4.168804159,68,14.9,16.9,15.3,17.33333333,15.43333333,15.4,-1.9,0.033333333,1.933333333,0.774189336,T1,-0.933406432,-0.159217096,4.009587063,4.009587063,3.235397727,-0.159217096
SGHHNG000516,SGEANG000107,event6R,Region3,32,29.7,13.4,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.650549451,69,14.6,14.9,15.1,15.7,16.1,15.26666667,0.4,0.833333333,0.433333333,0.215757584,T3,0.275811829,0.491569412,2.926361279,3.142118863,2.926361279,0.275811829
SGHHNG000516,SGEANG000107,event6R,Region3,32,29.7,13.4,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.650549451,69,14.6,14.9,15.1,15.7,16.1,15.26666667,0.4,0.833333333,0.433333333,0.215757584,T1,0.275811829,0.491569412,3.142118863,3.142118863,2.926361279,0.491569412
SGHHNG000520,SGEANG000107,event6R,Region3,45.5,39.5,19.9,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.029484902,70,13.2,13.5,14.1,13.66666667,13.03333333,12.6,-0.633333333,0.433333333,1.066666667,0.627328248,T3,-0.067901325,0.559426923,3.961583578,4.588911825,3.961583578,-0.067901325
SGHHNG000520,SGEANG000107,event6R,Region3,45.5,39.5,19.9,10,10,10,10,10,10,10,10,10,10,5,5,rainfedLowland,100,100,50,4.029484902,70,13.2,13.5,14.1,13.66666667,13.03333333,12.6,-0.633333333,0.433333333,1.066666667,0.627328248,T1,-0.067901325,0.559426923,4.588911825,4.588911825,3.961583578,0.559426923
SGHHNG000521,SGEANG000107,event6R,Region3,16.8,15.1,5.5,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,1.114336493,71,13,14.3,13.8,14.1,14.76666667,12.53333333,0.666666667,2.233333333,1.566666667,0.16010063,T3,0.394340107,0.554440736,1.508676599,1.668777229,1.508676599,0.394340107
SGHHNG000521,SGEANG000107,event6R,Region3,16.8,15.1,5.5,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,1.114336493,71,13,14.3,13.8,14.1,14.76666667,12.53333333,0.666666667,2.233333333,1.566666667,0.16010063,T1,0.394340107,0.554440736,1.668777229,1.668777229,1.508676599,0.554440736
SGHHNG000525,SGEANG000107,event6R,Region3,47.1,43.1,17.3,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,3.455957944,72,14.3,14.9,14.3,15.53333333,14.93333333,14.13333333,-0.6,0.8,1.4,0.418953125,T3,0.796840671,1.215793796,4.252798615,4.67175174,4.252798615,0.796840671
SGHHNG000525,SGEANG000107,event6R,Region3,47.1,43.1,17.3,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,3.455957944,72,14.3,14.9,14.3,15.53333333,14.93333333,14.13333333,-0.6,0.8,1.4,0.418953125,T1,0.796840671,1.215793796,4.67175174,4.67175174,4.252798615,1.215793796
SGHHNG000526,SGEANG000107,event6R,Region3,47.3,39.2,14.2,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.840830652,73,12.3,14.3,14.1,14.26666667,14.1,13.96666667,-0.166666667,0.133333333,0.3,0.815002705,T3,1.070021156,1.885023861,3.910851809,4.725854514,3.910851809,1.070021156
SGHHNG000526,SGEANG000107,event6R,Region3,47.3,39.2,14.2,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.840830652,73,12.3,14.3,14.1,14.26666667,14.1,13.96666667,-0.166666667,0.133333333,0.3,0.815002705,T1,1.070021156,1.885023861,4.725854514,4.725854514,3.910851809,1.885023861
SGHHNG000529,SGEANG000107,event6R,Region3,35.1,32.6,12.3,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.518168213,74,12.3,12.7,13.2,12.63333333,12.93333333,11.36666667,0.3,1.566666667,1.266666667,0.243596221,T3,0.781387869,1.024984089,3.299556082,3.543152302,3.299556082,0.781387869
SGHHNG000529,SGEANG000107,event6R,Region3,35.1,32.6,12.3,10,10,10,10,10,10,10,10,10,10,5,5,irrigated,100,100,50,2.518168213,74,12.3,12.7,13.2,12.63333333,12.93333333,11.36666667,0.3,1.566666667,1.266666667,0.243596221,T1,0.781387869,1.024984089,3.543152302,3.543152302,3.299556082,1.024984089
